@relation 'Caracteristicas-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1-weka.filters.unsupervised.attribute.Remove-R3-10,12-13,16-17,22-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement'

@attribute Rectangularity1 numeric
@attribute Rectangularity2 numeric
@attribute 'Amount of Skin' numeric
@attribute Perimeter numeric
@attribute Compactness1 numeric
@attribute Size1 numeric
@attribute Size2 numeric
@attribute Polygonfillrate numeric
@attribute Skinfillrate numeric
@attribute Clasificacion {Pornografico,NoPornografico}

@data
0.39624,0.343647,80.600061,2299.834703,0.066924,9.169434,1.963379,48.910361,11.804362,NoPornografico
0.572385,0.373216,54.735457,1115.862048,0.297419,9.593099,4.493327,47.463612,21.275391,NoPornografico
0.472653,0.672115,96.262253,1974.094588,0.136547,13.784342,0.341309,62.190578,13.847331,NoPornografico
0.523918,0.523331,0.574254,3162.105915,0.111478,28.874349,19.935221,54.126891,47.254232,Pornografico
0.689363,0.504345,20.203472,4173.991124,0.148897,67.198405,0.491211,71.133719,66.657552,Pornografico
0.645265,0.26421,0.908879,5366.1202,0.084179,62.79069,2.065755,73.495683,62.053711,Pornografico
0.61816,0.633165,0.085952,618.960461,0.284579,2.824219,2.52181,49.192886,18.785482,Pornografico
0.536885,0.50665,0.041775,454.007143,0.361251,1.928874,1.080078,28.396724,4.79069,Pornografico
0.326708,0.643384,1.999694,3137.336362,0.052297,13.33431,9.7264,56.086834,37.335612,Pornografico
0.580603,0.624895,58.054423,550.534055,0.246404,1.93457,0.493815,13.265235,3.433268,NoPornografico
0.519693,0.767244,85.696917,2027.609307,0.220769,23.51123,3.392904,51.862434,27.041992,NoPornografico
0.307197,0.64561,0.217306,3104.452019,0.063364,15.819173,0.834798,48.00109,18.114583,Pornografico
0.635886,0.595927,4.04279,1583.962554,0.191378,12.437988,9.321452,60.347266,32.783529,Pornografico
0.559766,0.438506,19.510106,983.327994,0.108271,2.711914,2.602702,61.051291,15.960612,NoPornografico
0.455281,0.572071,40.968535,2281.741341,0.084453,11.389811,11.014974,45.769593,33.777669,NoPornografico
0.638896,0.542419,29.683616,394.651804,0.197189,0.795573,0.659342,31.685063,2.880859,NoPornografico
0.239281,0.50838,0.17614,1386.163564,0.051931,2.584798,0.78597,39.323757,7.05306,Pornografico
0.513455,0.591408,36.31587,1356.690476,0.111469,5.314779,2.954915,25.925209,17.037109,NoPornografico
0.383945,0.2954,0.173477,1531.484415,0.172317,10.469401,7.902669,41.012078,25.530924,Pornografico
0.311704,0.413306,0.290938,2221.124025,0.057912,7.400879,3.199219,38.710378,12.970703,Pornografico
0.666893,0.546528,29.937228,279.823376,0.477291,0.968099,0.532064,18.97586,3.370768,NoPornografico
0.616264,0.511574,22.120731,146.426407,0.251437,0.139648,0.07194,2.925875,0.819661,NoPornografico
0.308796,0.299378,86.220374,2492.645886,0.050682,8.157227,0.802083,38.492549,10.410807,NoPornografico
0.297597,0.49195,90.699993,2548.324169,0.065482,11.015462,0.672363,45.729988,13.062826,NoPornografico
0.713265,0.501069,0.036785,208.526912,0.272664,0.307129,0.296061,8.244912,0.866862,Pornografico
0.530834,0.68855,97.218424,1458.14632,0.144335,7.949544,0.213379,52.539334,8.332357,NoPornografico
0.535099,0.764716,67.156516,4222.189176,0.0547,25.260091,3.011068,51.91634,43.681966,NoPornografico
0.708245,0.68343,84.749568,1753.78593,0.253718,20.215007,2.710938,64.53449,18.269206,NoPornografico
0.462219,0.500328,8.023025,4406.671499,0.06202,31.197428,2.171387,51.171686,38.482747,Pornografico
0.369042,0.672614,97.019461,3295.093721,0.085626,24.082845,1.699382,43.623241,27.314779,NoPornografico
0.237952,0.453383,34.628853,1396.031529,0.086721,4.378092,3.273926,30.839555,13.19987,NoPornografico
0.551475,0.763284,0.514049,3162.150504,0.087039,22.544922,4.259603,53.740141,37.502279,Pornografico
0.57174,0.544712,0.180188,1815.526045,0.091104,7.778809,3.520996,56.603819,17.041992,Pornografico
0.461286,0.731664,1.580514,5573.48564,0.042808,34.446452,7.189453,50.4433,44.729492,Pornografico
0.36072,0.440404,0.150139,1038.080303,0.115301,3.218587,2.835449,37.312302,25.557943,Pornografico
0.641285,0.188071,58.4,1646.34733,0.131136,9.207357,2.796061,47.119585,15.055339,NoPornografico
0.340223,0.476967,57.243358,1997.244733,0.08318,8.595052,7.617188,52.455512,22.580404,NoPornografico
0.488051,0.558701,0.829403,4935.204328,0.077073,48.627279,8.904297,64.315283,60.73112,Pornografico
0.600364,0.447368,0.059487,784.859956,0.185648,2.962402,0.929036,27.359922,6.258464,Pornografico
0.401004,0.688667,46.002962,1353.577777,0.118279,5.613607,3.194499,58.873482,16.047852,NoPornografico
0.605458,0.620559,1.044785,2702.594155,0.140909,26.660645,14.903646,61.923872,50.756836,Pornografico
0.565518,0.492979,69.960231,2221.567676,0.071927,9.195638,5.294271,71.76525,14.81543,NoPornografico
0.533133,0.384682,83.842281,2124.856998,0.111015,12.984049,1.626139,37.427591,12.738607,NoPornografico
0.522788,0.317777,27.946715,893.303607,0.144105,2.978841,2.244792,17.563896,12.87793,NoPornografico
0.445031,0.539419,96.862886,3315.09668,0.090958,25.894206,1.077148,55.54373,23.596029,NoPornografico
0.535987,0.498415,32.280825,827.386868,0.14331,2.541341,1.026042,50.520042,8.350586,NoPornografico
0.417761,0.528668,89.833905,6365.843071,0.031938,33.526855,3.094564,43.6367,37.197917,NoPornografico
0.428059,0.388349,0.114169,1626.430591,0.132111,9.052734,2.779948,30.698144,19.423177,Pornografico
0.56791,0.227387,43.923423,2609.501659,0.06414,11.313965,7.019043,54.28875,28.225911,NoPornografico
0.602681,0.258925,75.37506,2552.403246,0.086877,14.661296,4.132975,57.452037,21.068685,NoPornografico
0.810644,0.514273,18.444997,2337.241774,0.361057,51.09196,23.10612,72.624816,71.583659,Pornografico
0.628871,0.348849,36.835454,386.852814,0.327395,1.269206,0.403158,7.400489,3.606445,NoPornografico
0.443398,0.58368,1.447144,1999.131168,0.243996,25.260091,6.362467,63.133812,33.496745,Pornografico
0.437696,0.541409,14.143135,260.811183,0.192036,0.338379,0.326823,23.520498,2.674479,NoPornografico
0.389767,0.740119,0.49168,4042.931383,0.065038,27.537923,1.011882,49.605661,30.029948,Pornografico
0.217251,0.800156,0.383082,1517.283405,0.083215,4.962565,3.348958,41.167383,17.084961,Pornografico
0.377995,0.385768,0.397019,3217.086579,0.0844,22.627604,8.288574,53.206864,31.181966,Pornografico
0.599922,0.510902,0.770963,1533.460028,0.274793,16.738607,10.970378,62.708292,43.164388,Pornografico
0.490251,0.393306,0.228402,808.357431,0.299101,5.062826,2.880046,51.232574,10.109049,Pornografico
0.647668,0.688051,68.003558,836.859956,0.322254,5.846191,2.714681,53.357183,8.781901,NoPornografico
0.342201,0.359105,35.287493,1548.34733,0.112739,7.001302,5.924479,51.554716,27.168945,NoPornografico
0.664683,0.524697,1.871895,147.59798,0.579716,1.169108,0.611654,17.449281,18.676758,NoPornografico
0.71314,0.844353,95.242128,670.416306,0.543746,6.330729,0.199544,85.999622,6.533854,NoPornografico
0.515735,0.356056,35.463282,457.019336,0.2853,1.54362,1.131836,16.99881,4.539063,NoPornografico
0.406782,0.611455,0.721013,2870.13326,0.06818,14.548991,5.181966,54.204611,29.179688,Pornografico
0.393757,0.38995,26.259607,620.67619,0.11655,1.163086,0.779297,32.393064,6.098958,NoPornografico
0.400514,0.671582,19.453904,673.806132,0.157337,1.850423,1.301758,17.932698,10.419596,NoPornografico
0.349604,0.597981,2.086165,2137.432683,0.092935,10.998535,2.68457,44.206023,25.835286,Pornografico
0.442588,0.423862,27.937831,1100.783838,0.105283,3.304688,1.152181,20.194089,12.734049,NoPornografico
0.603969,0.751053,11.386636,1488.253967,0.352515,20.225586,6.72998,72.681985,29.725911,Pornografico
0.538113,0.448625,51.391894,1438.666089,0.237149,12.714844,11.028646,47.765393,24.521159,NoPornografico
0.443899,0.407352,0.602024,3028.518036,0.065711,15.612305,11.779297,63.401525,30.528971,Pornografico
0.46174,0.755859,0.936853,5657.441051,0.033009,27.368001,3.103027,60.455846,34.191406,Pornografico
0.563131,0.379071,1.981694,4725.814501,0.096984,56.10791,3.500977,62.199936,61.388021,Pornografico
0.40844,0.419081,0.374805,2068.520995,0.110996,12.302572,2.993652,49.394502,20.54362,Pornografico
0.566512,0.458516,41.871311,1384.482323,0.070729,3.511882,0.733887,41.045278,8.934245,NoPornografico
0.379143,0.707973,39.936461,859.009235,0.16904,3.23112,1.789551,25.061305,8.402018,NoPornografico
0.401437,0.401738,39.686426,2868.351514,0.05291,11.276367,5.318685,44.881763,29.648112,NoPornografico
0.296151,0.445495,37.752973,1238.371716,0.074297,2.951497,2.140462,20.545866,9.827799,NoPornografico
0.268321,0.683856,32.32415,1444.974747,0.072108,3.900065,2.840495,42.404948,16.160156,Pornografico
0.731926,0.377987,3.596936,7143.881743,0.055163,72.925944,3.591797,69.789528,69.546224,Pornografico
0.55312,0.720745,31.673531,584.048773,0.174839,1.544922,1.499674,59.735311,5.216797,NoPornografico
0.708831,0.710944,13.6733,229.823376,0.365199,0.499674,0.301921,17.098943,3.925781,NoPornografico
0.554754,0.557361,0.256277,1651.006276,0.155114,10.952637,6.00651,38.346612,22.840169,Pornografico
0.53234,0.766335,35.428233,1851.259018,0.115607,10.263346,7.292155,36.153807,30.253906,NoPornografico
0.685944,0.429151,14.203892,2685.006276,0.359093,67.060384,5.407552,78.45159,69.111328,Pornografico
0.290917,0.475708,0.044795,788.658946,0.128162,2.064941,1.989909,29.924889,15.857096,Pornografico
0.25222,0.353442,72.619111,3032.503751,0.057831,13.776367,8.237956,36.056178,24.541667,NoPornografico
0.650009,0.336459,6.011717,3985.554616,0.084077,34.595866,8.994629,62.755513,61.096354,Pornografico
0.465856,0.307525,77.06717,2073.158513,0.142159,15.827311,2.14388,43.307931,19.132813,NoPornografico
0.4783,0.40737,87.072984,1610.38896,0.105278,7.072428,0.987305,53.691463,8.51888,NoPornografico
0.670302,0.498653,56.82373,1196.063059,0.26617,9.863607,1.689779,39.079085,15.868815,NoPornografico
0.558026,0.665894,1.172735,6168.931383,0.054869,54.090332,2.24349,59.311884,56.027018,Pornografico
0.409677,0.690635,96.177237,1539.193001,0.080595,4.946126,0.20166,31.847331,5.245443,NoPornografico
0.391459,0.446728,28.327799,626.232539,0.138444,1.406413,1.289876,33.750609,5.783529,NoPornografico
0.245448,0.384737,8.347216,5211.901946,0.031182,21.941243,4.943197,37.274108,33.118815,Pornografico
0.389776,0.523627,39.942332,1415.962554,0.062699,3.256348,1.574544,35.123765,9.031576,NoPornografico
0.681311,0.428083,50.930561,525.019336,0.539089,3.849284,0.958171,36.236564,7.608398,NoPornografico
0.436184,0.318121,0.535788,1556.364574,0.138575,8.69515,6.302572,45.543293,42.72819,Pornografico
0.69124,0.731278,7.227643,7223.583187,0.050953,68.872233,0.495931,68.312239,69.056315,Pornografico
0.298885,0.379541,63.898011,1490.38896,0.055145,3.173014,0.963704,40.501908,7.136719,NoPornografico
0.337777,0.573654,0.323782,3838.653029,0.032757,12.503418,9.086751,51.796162,35.586589,Pornografico
0.463381,0.341093,49.135713,1020.381818,0.138303,3.730143,3.460124,38.760612,8.097656,NoPornografico
0.442066,0.71275,57.472693,1651.040764,0.107672,7.603027,3.472819,29.746523,13.619466,NoPornografico
0.696798,0.661567,11.400938,204.610173,0.553348,0.600098,0.544922,28.110757,5.553385,NoPornografico
0.659253,0.393425,3.949906,3846.130301,0.132813,50.892904,3.58431,67.344814,52.505534,Pornografico
0.698103,0.718195,55.473393,1026.724963,0.484707,13.236003,12.061198,72.33319,25.576497,NoPornografico
0.568637,0.687049,0.660429,3555.925107,0.172972,56.656576,1.424479,71.461065,52.798177,Pornografico
0.558789,0.601793,86.710338,1264.246825,0.163193,6.756673,1.446615,56.587492,8.646484,NoPornografico
0.356975,0.330265,0.116748,970.582828,0.093524,2.282227,1.396484,39.031872,10.03125,Pornografico
0.451385,0.33779,0.568573,1759.484415,0.174269,13.97526,11.937174,53.99646,25.792318,Pornografico
0.57986,0.542831,53.695013,1063.796031,0.115813,3.39502,0.640137,45.501441,6.312174,NoPornografico
0.704668,0.442451,67.699719,717.771645,0.440156,5.874186,1.593587,46.644944,8.108724,NoPornografico
0.639067,0.524598,0.89476,1112.281313,0.220399,7.063314,6.109212,43.123087,22.636719,Pornografico
0.711409,0.566965,97.067872,2261.803174,0.238561,31.613932,1.051107,75.492408,29.308919,NoPornografico
0.771252,0.339359,1.171682,7010.588237,0.060358,76.844238,2.802246,68.72194,69.492839,Pornografico
0.42427,0.369334,1.500074,1655.158513,0.125843,8.930501,2.664388,33.184118,18.730469,Pornografico
0.642018,0.481008,0.093813,1361.979797,0.155343,7.464518,2.950033,61.768513,20.743164,Pornografico
0.573244,0.546687,63.015941,1480.440692,0.1909,10.838216,5.362793,50.55378,19.684896,NoPornografico
0.419505,0.390339,15.142745,447.539105,0.095805,0.49707,0.334635,30.460276,4.161784,NoPornografico
0.555967,0.543008,0.438084,1351.394011,0.20299,9.603027,9.279622,55.941635,44.02474,Pornografico
0.374394,0.449876,30.524725,843.327994,0.106828,1.968099,1.931152,24.536201,8.182617,NoPornografico
0.465674,0.836516,5.976497,4678.552524,0.062183,35.258464,3.643229,54.21353,46.486654,Pornografico
0.531846,0.317729,69.197298,1998.722005,0.135625,14.034993,3.020508,56.809619,25.584961,NoPornografico
0.333084,0.232767,0.074851,1306.305699,0.081186,3.588704,2.578451,36.615423,13.367188,Pornografico
0.470852,0.810609,1.59049,6056.255193,0.047212,44.856934,4.360189,58.992244,52.923828,Pornografico
0.394635,0.242023,91.519638,2880.292639,0.095036,20.423503,2.080404,46.517026,27.656576,NoPornografico
0.513502,0.565116,94.047742,3271.253101,0.084581,23.445964,0.820801,60.154942,25.145833,NoPornografico
0.412564,0.451401,1.589405,2691.030663,0.087465,16.407389,1.027995,48.873368,19.451497,Pornografico
0.525007,0.463423,10.998062,344.107648,0.248653,0.762695,0.480143,16.800898,7.390625,NoPornografico
0.436354,0.362223,0.108792,1265.595021,0.117365,4.869629,2.493164,46.558311,13.732422,Pornografico
0.698135,0.737274,9.563952,173.982756,0.621676,0.487467,0.424316,23.3882,5.367513,NoPornografico
0.587307,0.441669,1.927251,5726.667314,0.068882,58.516764,7.189779,67.340341,67.029622,Pornografico
0.541135,0.585741,41.656605,417.965512,0.22587,1.022135,0.514811,40.343147,2.695964,NoPornografico
0.635326,0.6563,31.833389,1670.523953,0.147393,10.654948,9.263021,60.764068,36.271484,Pornografico
0.627604,0.533987,52.954248,351.764502,0.403584,1.29362,0.132975,29.720445,2.490234,NoPornografico
0.526462,0.592715,25.592658,1415.259018,0.074126,3.846029,3.312988,21.524217,15.99707,NoPornografico
0.551647,0.255257,43.73366,2517.467171,0.064676,10.618001,7.378418,49.851996,25.773763,NoPornografico
0.650311,0.630197,22.306587,482.592929,0.375811,2.267253,2.027832,34.79174,9.517578,NoPornografico
0.63147,0.435278,0.48001,1346.38896,0.331811,15.581217,4.536296,65.874245,26.072266,Pornografico
0.685395,0.303655,0.346528,579.889394,0.39169,3.411947,3.302246,65.433951,16.934896,Pornografico
0.714711,0.426008,2.732448,5304.251009,0.097708,71.210775,3.619792,67.81802,67.014974,Pornografico
0.327262,0.509843,67.531396,1149.068109,0.061739,2.111654,0.437988,30.075281,3.551107,NoPornografico
0.556813,0.344571,89.892409,2948.829653,0.049227,11.088379,0.640137,61.60221,13.040039,NoPornografico
0.63864,0.496939,66.821199,847.327994,0.259776,4.83138,1.80485,44.751589,6.179036,NoPornografico
0.44486,0.508904,1.160379,6477.995308,0.038987,42.380697,3.756185,63.042487,58.520833,Pornografico
0.525839,0.710916,0.133605,1272.163564,0.121513,5.094238,1.072917,61.341604,12.562826,Pornografico
0.562571,0.378807,54.244035,3177.647978,0.052163,13.644043,3.429362,54.263724,27.313151,NoPornografico
0.690264,0.565441,43.943726,1202.322943,0.261328,9.785807,9.669922,65.913333,19.922201,NoPornografico
0.320051,0.559147,1.080719,4081.245958,0.048412,20.888509,7.06722,41.769787,29.419596,Pornografico
0.219978,0.196664,56.268171,798.943217,0.069465,1.1486,1.127441,56.247973,11.196615,NoPornografico
0.415856,0.545295,1.76913,5076.098772,0.062077,41.434082,4.30485,50.743916,49.883789,Pornografico
0.769673,0.610452,18.070496,426.83557,0.518654,2.447754,2.334147,44.906473,13.557292,NoPornografico
0.565751,0.592851,35.452445,415.681241,0.36552,1.636068,0.687337,21.010129,5.212565,NoPornografico
0.537074,0.631996,2.035997,4159.208512,0.065491,29.347656,0.843587,75.865775,28.583659,Pornografico
0.639787,0.41319,33.797245,625.889394,0.393844,3.996582,2.909505,35.914173,11.601237,NoPornografico
0.499682,0.601852,5.590384,3251.917964,0.093099,25.503092,2.263997,55.890089,31.398438,Pornografico
0.438228,0.352986,0.4629,3420.337229,0.060476,18.326823,12.197103,36.64106,37.47168,Pornografico
0.415416,0.540555,43.29825,918.801082,0.084037,1.837728,1.088867,26.272444,5.134115,NoPornografico
0.488386,0.398391,0.143845,1340.288455,0.183413,8.534831,7.265625,54.278659,22.585286,Pornografico
0.370209,0.426268,0.178225,1507.577777,0.086165,5.072917,3.736328,36.157524,20.341471,Pornografico
0.360927,0.594394,58.999127,933.529004,0.119957,2.708008,1.311035,28.429513,5.594076,NoPornografico
0.551892,0.611258,41.465435,477.504617,0.340378,2.010417,1.421224,35.482155,5.109049,NoPornografico
0.681507,0.684028,50.537634,246.367532,0.329599,0.518229,0.347005,75.444744,1.210938,NoPornografico
0.528516,0.521204,41.128739,1859.342279,0.159597,14.292643,10.903646,57.387192,35.864583,NoPornografico
0.39463,0.521337,1.11673,5388.269478,0.043805,32.945475,0.714844,50.514442,35.584635,Pornografico
0.735158,0.642875,67.147929,406.291414,0.660738,2.825358,0.738932,11.356329,4.125977,NoPornografico
0.427411,0.426082,39.033706,532.717821,0.247463,1.819173,1.134766,24.163944,4.857747,NoPornografico
0.657267,0.800595,27.822908,145.154329,0.36948,0.20166,0.131348,3.070419,0.801432,NoPornografico
0.532994,0.491703,23.509842,920.156421,0.172046,3.773438,2.189616,34.684308,16.438151,NoPornografico
0.576416,0.516009,12.782706,411.078211,0.253878,1.111328,0.523275,33.121634,7.81543,NoPornografico
0.542563,0.972222,3.112881,338.166522,0.187908,2.806315,1.641602,54.764468,21.656901,NoPornografico
0.388835,0.530763,1.469991,5216.865366,0.043179,30.441406,10.179688,57.587117,53.11849,Pornografico
0.764241,0.400795,1.516645,5669.741341,0.091443,76.145671,4.616048,70.651963,70.077474,Pornografico
0.483975,0.69977,0.674898,2600.17489,0.094209,16.499349,3.298665,54.341523,25.257813,Pornografico
0.528688,0.636507,10.970287,2324.077344,0.147058,20.575846,7.017415,66.181713,34.885417,Pornografico
0.348503,0.726386,59.318599,2379.356565,0.068459,10.039714,6.979167,50.500345,18.956055,NoPornografico
0.548579,0.989982,100,7031.093721,0.042681,54.65804,0.707682,55.525668,55.156576,NoPornografico
0.338157,0.602038,0.101967,1284.624458,0.052005,2.223145,2.066569,32.071002,11.007161,Pornografico
0.702798,0.679724,59.298532,331.480231,0.401308,1.142253,0.384115,15.481621,1.995443,NoPornografico
0.529395,0.538592,23.057386,3920.76782,0.104683,41.685547,11.725586,56.834496,56.770182,Pornografico
0.575076,0.618558,0.794519,2179.768686,0.126285,15.543294,3.342611,44.33119,28.782878,Pornografico
0.546839,0.435227,2.053983,4614.934342,0.080821,44.588867,5.549642,60.020369,51.758138,Pornografico
0.427379,0.405331,8.332583,2625.665222,0.085205,15.216471,6.239095,59.7492,54.960286,Pornografico
0.552142,0.44393,0.229394,784.249783,0.193017,3.075195,1.111165,47.863394,5.36849,Pornografico
0.376453,0.511134,9.795342,7610.204687,0.022849,34.279785,2.706055,50.515014,44.570638,Pornografico
0.324529,0.426041,32.992172,1572.170706,0.079205,5.071289,4.258789,46.001345,21.373047,NoPornografico
0.456439,0.390552,2.935795,4444.331311,0.069976,35.803711,4.769043,55.114408,41.846354,Pornografico
0.452216,0.568867,38.67658,421.806132,0.165166,0.76123,0.384928,26.621784,2.189128,NoPornografico
0.453061,0.505933,54.439969,1303.678282,0.103665,4.563965,1.097982,46.584958,8.808919,NoPornografico
0.609997,0.427295,24.180085,1714.489465,0.075258,5.730469,4.594889,50.721702,26.868164,NoPornografico
0.535755,0.557193,2.006756,5977.024746,0.057682,53.380371,5.24821,58.685675,59.326823,Pornografico
0.310118,0.479355,0.32899,4111.058008,0.059422,26.014974,1.088379,43.798149,27.828451,Pornografico
0.591332,0.671897,0.337593,1569.78593,0.135002,8.617676,2.821777,60.737264,16.219076,Pornografico
0.585006,0.670017,0.821097,1654.957503,0.165414,11.73584,3.302409,68.268986,15.841146,Pornografico
0.513946,0.44993,0.616278,4711.84603,0.0804,46.238932,2.632161,45.888883,42.385742,Pornografico
0.430128,0.341893,1.148986,6023.455337,0.031736,29.826986,6.598796,47.552235,36.192057,Pornografico
0.531945,0.56621,53.423913,1008.568542,0.127441,3.358073,1.861165,12.0422,6.588542,NoPornografico
0.506482,0.830683,0.616517,2331.148412,0.10823,15.235514,8.159993,49.493909,38.205078,Pornografico
0.369235,0.804306,1.903977,3399.557575,0.058748,17.587565,7.265462,57.030875,27.326497,Pornografico
0.548445,0.398757,45.220754,1106.156421,0.163008,5.166667,3.773926,44.212945,12.29069,NoPornografico
0.32239,0.687748,1.350546,3269.797257,0.07006,19.403646,2.387695,56.050654,24.607096,Pornografico
0.600861,0.340795,66.886189,874.198052,0.228275,4.519043,1.138509,55.411805,7.01888,NoPornografico
0.712794,0.684247,90.696438,490.333045,0.549587,3.422852,0.243815,31.087785,3.673828,NoPornografico
0.711801,0.687306,26.681981,569.705627,0.236952,1.992188,1.529948,21.442236,7.368815,NoPornografico
0.403104,0.814831,1.614776,5224.314067,0.056807,40.163574,3.997233,55.624139,51.823568,Pornografico
0.416141,0.230836,44.034009,2390.655988,0.046805,6.929362,3.310547,37.579107,16.999023,NoPornografico
0.437318,0.344328,30.012518,913.612265,0.077971,1.685872,1.005859,26.329638,6.240885,NoPornografico
0.56193,0.661658,10.020148,494.208153,0.16477,1.04248,0.518717,23.979582,12.117513,NoPornografico
0.552425,0.661568,15.990022,547.462987,0.174943,1.358236,0.739095,38.126288,9.004232,NoPornografico
0.499272,0.44674,0.494166,4251.135352,0.070342,32.930013,3.666992,66.582925,36.477539,Pornografico
0.463657,0.458743,1.016542,7879.136577,0.028727,46.196777,5.265462,43.534286,42.861328,Pornografico
0.682117,0.507143,61.764259,348.166522,0.404297,1.269531,0.427572,12.687135,2.140299,NoPornografico
0.380925,0.574559,91.044256,2659.962554,0.08041,14.737793,4.280111,64.925696,25.24349,NoPornografico
0.586743,0.606,28.283338,1095.317893,0.190467,5.919271,5.290527,54.186647,20.661458,NoPornografico
0.438346,0.38735,0.09523,1228.607214,0.155786,6.091471,2.054362,42.507495,14.818359,Pornografico
0.270669,0.463579,50.751514,1136.222438,0.089975,3.008952,2.917806,30.58849,8.70638,NoPornografico
0.320569,0.685532,7.415522,5401.583187,0.030992,23.424316,4.408203,54.902297,39.442708,Pornografico
0.300241,0.550871,50.062804,986.055916,0.101359,2.552897,2.367025,27.594989,5.960612,NoPornografico
0.716914,0.589114,0.092783,900.943217,0.336949,7.084798,1.619466,49.223486,17.077799,Pornografico
0.693614,0.712336,21.656709,365.23759,0.438274,1.514486,1.248861,18.699015,7.246419,NoPornografico
0.614426,0.426674,49.104207,3779.866233,0.162045,59.973307,9.156901,73.02899,66.615885,Pornografico
0.627269,0.685719,78.269975,799.67114,0.244931,4.057292,0.211751,43.115839,5.129232,NoPornografico
0.494106,0.447332,48.369502,1338.90873,0.201032,9.335449,3.280436,45.732884,19.694987,NoPornografico
0.518834,0.583414,1.933657,4784.075611,0.055916,33.151367,0.605143,61.408444,33.210286,Pornografico
0.531596,0.429476,23.045959,1163.595021,0.091768,3.218587,2.446777,31.004071,14.718099,NoPornografico
0.505231,0.577997,57.088921,1678.256926,0.074552,5.43929,1.502767,15.632694,10.001302,NoPornografico
0.485974,0.4245,62.022082,512.007143,0.208112,1.413249,1.164551,23.557705,3.567383,NoPornografico
0.557944,0.458432,51.249426,2963.179941,0.075762,17.232096,7.705404,55.180318,32.619141,NoPornografico
0.530822,0.391704,57.849278,3029.283405,0.109505,26.030599,21.761556,53.842212,47.186198,NoPornografico
0.425511,0.780904,0.797523,3152.417531,0.068017,17.509603,4.219727,61.568501,29.819336,Pornografico
0.465628,0.512826,0.606792,5150.134485,0.045169,31.034505,6.6639,56.165661,48.151367,Pornografico
0.373941,0.473908,0.053191,484.735065,0.137286,0.835612,0.817057,22.678136,4.006836,Pornografico
0.297934,0.543607,0.50039,2088.337229,0.081821,9.24349,4.553874,53.669266,24.870443,Pornografico
0.541788,0.303427,2.676975,4364.13326,0.076688,37.834798,18.986491,61.551418,58.202799,Pornografico
0.45543,0.422274,93.933691,2179.408296,0.078424,9.649251,0.270671,58.54794,10.37793,NoPornografico
0.662857,0.582468,99.071005,1195.251875,0.221605,8.201009,0.157227,83.486372,7.954102,NoPornografico
0.415788,0.348799,40.850452,1523.560533,0.077326,4.649577,0.967448,35.609842,13.121094,NoPornografico
0.600797,0.649191,0.415633,1251.193001,0.239566,9.715007,9.191406,60.387226,25.433919,Pornografico
0.584638,0.367613,0.210646,1297.560533,0.253971,11.07666,6.436198,56.321619,38.75293,Pornografico
0.559579,0.297132,21.577999,1793.359523,0.094871,7.903809,7.172038,53.191476,40.65918,NoPornografico
0.443467,0.427298,42.42753,1926.077344,0.096333,9.257487,6.429362,52.554437,26.703776,NoPornografico
0.644605,0.589841,30.427988,329.63961,0.27333,0.769368,0.228027,14.870871,2.707682,NoPornografico
0.385515,0.747893,0.6148,2815.741341,0.061584,12.647949,2.859375,59.418715,24.386068,Pornografico
0.366268,0.474622,64.549767,2199.557575,0.121683,15.25,5.144694,46.366749,24.911133,NoPornografico
0.537265,0.489286,92.25348,5786.774962,0.049832,43.226725,3.007813,57.492926,45.716797,Pornografico
0.573942,0.494523,0.58573,2989.851947,0.114364,26.482422,8.831868,64.473516,58.767578,Pornografico
0.728285,0.56856,27.399757,459.605122,0.604919,3.310059,1.620117,39.173789,12.323568,NoPornografico
0.433311,0.454348,0.126047,1288.104689,0.148706,6.391439,5.785645,46.171189,21.03125,Pornografico
0.361646,0.449462,25.554633,596.107648,0.140678,1.294922,1.051595,23.24598,5.48763,NoPornografico
0.509742,0.507303,66.094972,2093.893578,0.084654,9.614421,2.90153,36.197695,14.19694,NoPornografico
0.576983,0.435373,37.192201,1688.631601,0.135929,10.040365,6.483398,43.672887,23.372396,NoPornografico
0.534424,0.538249,1.75425,6372.615583,0.050617,53.247721,9.048014,51.015657,50.850911,Pornografico
0.502875,0.643401,100,964.139177,0.236595,5.697103,0.279785,75.806833,5.515299,NoPornografico
0.771461,0.674443,0.086241,654.190909,0.417043,4.623372,2.943034,62.11189,13.147786,Pornografico
0.339442,0.417055,59.543787,2440.246825,0.080929,12.483561,7.178223,35.234351,28.398438,NoPornografico
0.713222,0.588623,4.779808,4887.01046,0.114864,71.062337,3.81543,62.18063,60.674805,Pornografico
0.423379,0.420989,11.099555,416.551299,0.209844,0.943197,0.832682,27.850463,9.076823,NoPornografico
0.702661,0.370609,1.338654,7870.213562,0.043633,70.010091,4.931315,58.777875,60.88737,Pornografico
0.477365,0.472604,0.262141,2555.682466,0.048294,8.171061,6.377279,51.251671,31.307943,Pornografico
0.460182,0.593789,9.5078,3715.613491,0.058625,20.965983,5.311035,48.118181,25.629557,Pornografico
0.494589,0.41001,48.58124,1520.54834,0.171386,10.264648,3.043457,44.57625,24.171549,NoPornografico
