@relation 'Caracteristicas-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1-weka.filters.unsupervised.attribute.Remove-R3-10,12-13,16-17,22-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement-V'

@attribute Rectangularity1 numeric
@attribute Rectangularity2 numeric
@attribute 'Amount of Skin' numeric
@attribute Perimeter numeric
@attribute Compactness1 numeric
@attribute Size1 numeric
@attribute Size2 numeric
@attribute Polygonfillrate numeric
@attribute Skinfillrate numeric
@attribute Clasificacion {Pornografico,NoPornografico}

@data
0.29443,0.505767,0.724022,3399.586145,0.027834,8.333008,3.819661,48.276497,25.411133,Pornografico
0.288917,0.542471,0.938813,5675.562984,0.01667,13.909668,3.965332,44.868779,26.013021,Pornografico
0.587721,0.419088,1.178382,3195.782971,0.084172,22.268555,12.047201,55.172932,47.665039,Pornografico
0.687521,0.474784,60.538287,727.445743,0.281212,3.854818,1.113932,21.186814,6.011068,NoPornografico
0.75896,0.648149,54.800817,387.480231,0.530473,2.063151,0.693034,21.494695,3.824219,NoPornografico
0.38029,0.310247,32.712329,1604.489465,0.092296,6.154948,3.271973,38.643892,21.980794,NoPornografico
0.625057,0.495502,24.458442,365.521861,0.284,0.98291,0.953451,27.235436,4.23763,NoPornografico
0.49917,0.555145,56.30525,949.31075,0.197178,4.603027,3.846354,55.588073,10.826172,NoPornografico
0.31405,0.324102,0.445675,2165.775829,0.073057,8.87679,2.631836,29.817168,12.292969,Pornografico
0.33671,0.472475,1.191989,3486.515078,0.083518,26.298665,1.739909,46.677483,27.201497,Pornografico
0.313837,0.574249,99.276263,3410.944443,0.068045,20.507487,1.244954,41.75763,21.994141,NoPornografico
0.485907,0.548703,31.437526,2325.013419,0.060048,8.408529,6.043132,50.819722,30.225911,NoPornografico
0.657391,0.763242,36.300512,1032.825469,0.41327,11.419759,8.198893,45.40768,29.11263,NoPornografico
0.547471,0.673548,0.097956,883.251875,0.218722,4.420085,3.228516,58.494331,24.626302,Pornografico
0.489147,0.420072,0.378915,1405.058008,0.186473,9.536133,6.416504,45.996503,22.986979,Pornografico
0.493624,0.457453,29.019423,1073.35238,0.147197,4.392904,4.21582,45.965409,17.916341,NoPornografico
0.516556,0.561178,1.993507,5403.950719,0.056565,42.789876,11.81543,63.666556,55.158854,Pornografico
