@relation 'Caracteristicas-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement'

@attribute Rectangularity1 numeric
@attribute Rectangularity2 numeric
@attribute HMean numeric
@attribute SMean numeric
@attribute Vmean numeric
@attribute MeanGray numeric
@attribute Eccentricity numeric
@attribute Ellipcity numeric
@attribute Orientation numeric
@attribute 'Amount of touching pixels' numeric
@attribute 'Amount of Skin' numeric
@attribute 'Number of touched corners' numeric
@attribute 'Hue std' numeric
@attribute Perimeter numeric
@attribute Compactness1 numeric
@attribute CentroideX numeric
@attribute CentroideY numeric
@attribute Size1 numeric
@attribute Size2 numeric
@attribute Polygonfillrate numeric
@attribute Skinfillrate numeric
@attribute Areacara numeric
@attribute Clasificacion {Pornografico,NoPornografico}

@data
0.433038,0.402834,29.047156,70.512008,197.310063,0.488997,0.768138,0.573511,1.328588,0,42.990654,0,47.426497,1805.761543,0.048568,207,228,4.102376,1.631999,46.684918,11.424479,0,NoPornografico
0.623891,0.233548,13.433474,90.846104,166.304244,0.700072,0.72438,0.239177,-0.252364,0,0.24456,0,15.781715,1446.70772,0.216277,329,341,11.725749,10.672852,42.979256,37.562174,0.029217,Pornografico
0.638869,0.442828,16.009936,100.236095,161.813189,0.567247,0.214001,0.068204,-0.120624,0,98.139955,0,20.17671,3803.589104,0.099559,300,276,37.311035,1.979167,70.869268,33.916341,70.168249,NoPornografico
0.635264,0.524921,16.118138,150.564007,108.192541,0.556033,0.317861,0.233332,0.714091,0,47.49057,0,22.607577,609.002092,0.284933,454,147,2.737467,2.420247,64.452534,6.213542,0,NoPornografico
0.378973,0.423411,11.450456,91.017998,148.988949,0.467045,0.155558,0.129954,1.320353,0,0.175957,0,22.479641,2536.920056,0.052861,232,218,8.812826,4.719076,44.629262,21.797526,0,Pornografico
0.472258,0.65556,19.159556,102.020049,123.420642,0.497333,0.44032,0.302141,0.321751,0,35.230532,0,23.051551,735.87215,0.180661,357,166,2.53418,2.018392,67.9853,9.305339,0,NoPornografico
0.32244,0.462571,65.837732,90.843695,133.194868,0.350489,0.668782,0.377417,-0.469783,0,37.06901,0,68.933559,716.735065,0.159052,231,426,2.116536,1.097493,37.315182,6.297201,0,NoPornografico
0.566269,0.334099,15.046932,109.876341,212.612081,0.560914,0.240412,0.625088,0.859887,0,44.15566,0,25.43584,1914.330086,0.115047,318,293,10.921387,2.188965,51.1123,25.287109,0,NoPornografico
0.619114,0.612821,19.430769,108.519231,153.611538,0.633333,0.176532,0.566635,0.463648,0,45.404412,0,4.308201,101.941125,0.540528,358,372,0.145508,0.077799,29.533404,0.354167,0,NoPornografico
0.479786,0.665162,27.034414,126.542173,145.492977,0.492384,0.801709,0.289228,-0.008386,0,0.713505,1,34.788601,5895.364933,0.04717,383,300,42.467773,2.420247,53.956109,46.667643,0.031268,Pornografico
0.495322,0.301628,33.047972,72.370018,192.11627,0.472487,0.790935,0.299182,0.304803,0,0.451977,0,57.891245,934.281313,0.151961,317,254,3.436035,2.49235,44.234177,11.293294,0,Pornografico
0.537494,0.584156,127.40559,151.906411,93.733046,0.514642,0.992388,0.725389,-0.139221,63898,97.572074,1,64.380391,3446.780879,0.070116,397,409,21.577962,0.552572,34.162533,21.317708,0,NoPornografico
0.356467,0.720745,27.290137,63.076131,166.08062,0.356314,0.540726,0.305694,-0.060839,0,100,0,41.163057,3728.719046,0.04998,253,313,18.000326,0.529297,53.432205,18.08431,0,NoPornografico
0.417336,0.781546,29.383136,92.042507,179.646544,0.424338,0.04645,0.390813,1.001483,0,0.917002,0,41.140753,4925.080661,0.055262,304,274,34.723633,1.043294,54.586661,36.474935,0.092364,Pornografico
0.499652,0.314677,47.045332,55.507506,163.163207,0.469857,0.402273,0.364044,0.785398,0,25.007023,1,54.459628,809.612265,0.146719,567,217,2.491211,2.481771,20.210402,10.429362,0,NoPornografico
0.438419,0.614957,22.853032,77.138626,176.048667,0.483067,0.750731,0.166284,-1.087796,0,1.284954,0,36.079889,4852.713129,0.058446,350,232,35.652669,2.930827,48.939957,43.796875,0,Pornografico
0.752241,0.528911,18.094382,113.676037,174.495999,0.708647,0.740469,0.4544,-0.983966,206358,0.910972,1,2.624782,6209.426766,0.071125,319,266,71.038249,1.82194,73.620527,70.097331,0.046737,Pornografico
0.411527,0.528641,25.993178,103.13716,144.516503,0.43646,0.608705,0.162019,0.308722,0,0.285928,1,25.583169,1978.011327,0.143641,411,270,14.558105,6.885091,52.260123,26.307617,0,Pornografico
0.551173,0.372999,11.885342,107.195626,198.984793,0.559991,0.147502,0.127367,-0.136403,0,0.374228,0,13.834701,2529.866233,0.115571,381,345,19.160807,10.695801,54.527053,51.565755,0,Pornografico
0.885226,0.65309,15.151969,86.286716,157.095547,0.87802,0.445312,0.82311,1.508378,0,14.901968,1,2.817576,1339.580736,0.32069,587,232,14.907064,2.977539,33.208052,23.40332,0,Pornografico
0.519013,0.670673,34.79994,102.135952,135.5228,0.552535,0.640182,0.433893,0.292633,0,70.692794,0,53.709624,4086.993216,0.06499,231,170,28.120443,9.830892,62.137921,42.560547,0,NoPornografico
0.392105,0.477367,38.141463,173.773315,155.578771,0.441481,0.17834,0.65122,0.59666,0,26.398747,1,53.763095,1904.011327,0.074358,568,201,6.98291,5.364909,38.265764,30.131836,5.686815,NoPornografico
0.357462,0.473963,39.013234,83.728007,178.175154,0.394728,0.626017,0.506952,0.848728,0,0.441617,0,60.257426,3316.76782,0.043318,417,265,12.344401,2.947428,42.539637,27.963542,0,Pornografico
